vertice time
5012 12.438179969787598
3815 12.283546924591064
5135 12.235712766647339
8645 12.559868097305298
5211 12.506015300750732
1396 12.493374824523926
9881 12.50541639328003
6889 12.612973690032959
479 12.200804233551025
5506 12.509490013122559
1703 12.717694520950317
9560 12.29731559753418
2699 12.458918333053589
415 12.34738302230835
6872 12.659626960754395
5905 12.662421226501465
8361 12.245978355407715
6080 12.660111665725708
2225 12.587185621261597
7700 12.377035856246948
6196 12.397329568862915
2548 12.19390344619751
1303 12.445447444915771
4616 12.608137130737305
9553 12.81727385520935
3401 12.251391649246216
9488 12.302952527999878
6819 12.567412853240967
4175 12.685926675796509
8471 12.283592939376831
3729 12.318209648132324
6175 12.291605949401855
2693 12.685699939727783
11 12.401732683181763
9359 12.534497261047363
8214 12.458455324172974
3604 12.482805490493774
1430 12.43107557296753
564 12.279685020446777
9561 12.364967107772827
6678 12.531949758529663
3827 12.456199407577515
6514 12.42995285987854
9572 12.721168041229248
424 13.050581455230713
6657 13.124549150466919
4871 13.460351467132568
1352 13.011845111846924
1744 12.945227861404419
9610 12.569645881652832
8687 12.525799989700317
4066 12.48925232887268
1666 12.58001160621643
3395 12.387641906738281
2715 12.533145904541016
5138 12.447492837905884
3841 12.430692195892334
2011 13.022532939910889
5390 12.612425327301025
639 12.589063882827759
2012 12.43293023109436
9648 12.759164571762085
4470 12.555627584457397
7896 12.660141229629517
6699 12.72152328491211
4723 12.705357551574707
1027 12.371194839477539
6877 12.524748802185059
2857 12.565049171447754
7452 12.324977159500122
7927 12.25801968574524
6862 12.425575256347656
6992 12.09537959098816
4067 12.199816226959229
6090 12.489051103591919
1877 12.184473276138306
624 12.438478469848633
2030 12.504738092422485
6788 12.474522829055786
3485 12.622453689575195
7156 12.417818546295166
4153 12.879522323608398
4619 12.483461856842041
6742 12.477686882019043
3231 12.57369613647461
557 12.496861934661865
6312 12.152837038040161
2388 12.511075258255005
8434 12.780423164367676
7392 12.485895156860352
2163 12.457223892211914
9569 12.733700037002563
9423 12.716548442840576
2585 12.685856580734253
2689 12.605550289154053
65 12.735586643218994
7485 12.570616960525513
4587 12.204891920089722
7914 12.309949398040771
860 12.286224842071533
