vertice time
45781 793.4089953899384
51702 770.922970533371
62808 776.7038254737854
31825 765.8766212463379
15997 768.1397013664246
42369 3322.860041618347
90652 798.4481031894684
26987 801.7692806720734
98248 806.2025294303894
21544 797.4189820289612
28492 963.4314675331116
73100 798.7606990337372
13243 791.9863293170929
68249 801.0726225376129
43691 793.1229162216187
96758 2828.1311905384064
9335 789.1190478801727
89781 1250.483342409134
77575 782.7070422172546
16344 1894.506017446518
82856 791.6136679649353
17039 815.2534184455872
23946 855.2960157394409
82288 854.035079240799
26614 872.8921012878418
4448 852.9964134693146
75391 861.9709284305573
61144 860.4388265609741
92598 859.9512515068054
68638 789.7714157104492
95315 796.4524967670441
66438 1810.4225671291351
92879 798.9422812461853
45962 1006.5023462772369
1643 2641.7612948417664
34421 786.9368712902069
68071 775.740186214447
10352 1279.9016861915588
63041 1047.4683578014374
66780 795.6130380630493
66521 714.0113515853882
4366 719.089751958847
75708 733.8160071372986
18435 721.3674519062042
74634 731.8276896476746
28730 729.4842593669891
17505 708.2018423080444
4415 717.9730005264282
42010 717.1052801609039
37083 1339.1687757968903
57298 724.150217294693
31295 735.480055809021
53853 735.4660542011261
80430 728.6597032546997
97398 735.968710899353
43988 728.8579390048981
78699 2314.244178533554
89959 728.1110546588898
31935 728.6235358715057
42887 1254.9599707126617
19241 730.4931862354279
89457 757.8547999858856
68635 758.8173236846924
5444 751.7789440155029
90743 750.7620899677277
26367 709.9443881511688
5470 738.0323503017426
41406 709.9324810504913
12417 714.9381766319275
70890 723.1339693069458
98606 721.7065823078156
68566 720.4121994972229
66740 724.7869477272034
77222 1079.8554201126099
54838 702.3597745895386
78689 4049.853734731674
25744 1030.7222228050232
28145 1135.1354219913483
8317 745.610903263092
19945 1159.203088760376
29469 711.724672794342
48424 714.237062215805
38747 801.5867943763733
83286 720.5059161186218
74130 729.3581736087799
67901 720.2907974720001
59421 731.4804587364197
51084 901.4680032730103
9985 724.5716216564178
62956 724.7025098800659
36156 720.0363700389862
77747 730.1115019321442
175 727.4439473152161
48389 728.1206390857697
77408 735.2785918712616
34340 735.1638607978821
91573 957.14998960495
34458 2103.8560032844543
28532 1299.2977221012115
13470 744.3841257095337
96003 726.7801718711853
11594 711.7391917705536
95103 719.4266002178192
574 708.7248396873474
74773 721.1762142181396
98007 758.701155424118
63125 773.439855337143
14237 776.1089458465576
91368 1188.6443815231323
53684 771.8688409328461
8370 741.8740708827972
89735 714.8546085357666
91661 716.7401044368744
5416 1628.3494384288788
2881 747.1334726810455
74050 758.7807710170746
17361 1332.6410245895386
57549 751.8355252742767
56564 759.1160187721252
1451 746.5094549655914
68663 741.6639976501465
87475 740.0683417320251
66280 740.2106945514679
16345 742.5932326316833
69102 740.4648234844208
77900 742.1923565864563
6387 747.1656346321106
24226 750.0786170959473
