vertice time
1 0.001234292984008789
2 0.0011093616485595703
3 0.0010862350463867188
4 0.0010082721710205078
5 0.0013484954833984375
6 0.0013225078582763672
7 0.0012993812561035156
8 0.001371622085571289
9 0.0012965202331542969
10 0.001188039779663086
11 0.0013175010681152344
12 0.0014443397521972656
13 0.0013108253479003906
14 0.0009984970092773438
15 0.0010039806365966797
16 0.0010600090026855469
17 0.0010783672332763672
18 0.0010082721710205078
19 0.000997304916381836
20 0.0009942054748535156
21 0.0010426044464111328
22 0.0012736320495605469
23 0.0013637542724609375
24 0.0014240741729736328
25 0.0012788772583007812
26 0.001355886459350586
27 0.0013337135314941406
28 0.0013661384582519531
29 0.0012979507446289062
30 0.0012924671173095703
31 0.0012841224670410156
32 0.0011305809020996094
33 0.0009982585906982422
34 0.0010247230529785156
35 0.0010142326354980469
36 0.0013382434844970703
37 0.0010249614715576172
38 0.0009932518005371094
39 0.0009965896606445312
40 0.0010004043579101562
41 0.0010104179382324219
42 0.0009922981262207031
43 0.0009927749633789062
44 0.0009889602661132812
45 0.0009970664978027344
46 0.0009889602661132812
47 0.0009918212890625
48 0.0010378360748291016
49 0.0010042190551757812
50 0.0009989738464355469
51 0.0011801719665527344
52 0.0012884140014648438
53 0.0012712478637695312
54 0.0015196800231933594
55 0.0013439655303955078
56 0.001271963119506836
57 0.0012695789337158203
58 0.0012636184692382812
59 0.0012836456298828125
60 0.0012433528900146484
61 0.0009975433349609375
62 0.0010066032409667969
63 0.0011208057403564453
64 0.0012781620025634766
65 0.0013113021850585938
66 0.0013949871063232422
67 0.0015439987182617188
68 0.0013470649719238281
69 0.0013644695281982422
70 0.0014920234680175781
71 0.0014009475708007812
72 0.0015156269073486328
73 0.0015175342559814453
74 0.0013689994812011719
75 0.001009225845336914
76 0.0011150836944580078
77 0.0012581348419189453
78 0.0016286373138427734
79 0.0015516281127929688
80 0.0014939308166503906
81 0.0015230178833007812
82 0.00138092041015625
83 0.0013742446899414062
84 0.0013985633850097656
85 0.0014481544494628906
86 0.0010089874267578125
87 0.0010104179382324219
88 0.001262664794921875
89 0.0016481876373291016
90 0.0012481212615966797
91 0.0013582706451416016
92 0.0013425350189208984
93 0.0014011859893798828
94 0.0014522075653076172
95 0.001354217529296875
96 0.0013723373413085938
97 0.0013358592987060547
98 0.001386404037475586
99 0.0017495155334472656
100 0.0014185905456542969
1 0.0014488697052001953
2 0.0017139911651611328
3 0.0012922286987304688
4 0.0011506080627441406
5 0.001093149185180664
6 0.00107574462890625
7 0.0010807514190673828
8 0.0010764598846435547
9 0.001077890396118164
10 0.0010838508605957031
11 0.0010793209075927734
12 0.0010905265808105469
13 0.0011763572692871094
14 0.0013053417205810547
15 0.0012979507446289062
16 0.0013232231140136719
17 0.001360177993774414
18 0.0014851093292236328
19 0.0014748573303222656
20 0.001397848129272461
21 0.00125885009765625
22 0.0014095306396484375
23 0.0013501644134521484
24 0.0010874271392822266
25 0.0010578632354736328
26 0.0010457038879394531
27 0.0010373592376708984
28 0.0010428428649902344
29 0.0010395050048828125
30 0.0010514259338378906
31 0.0010311603546142578
32 0.0010328292846679688
33 0.0010268688201904297
34 0.0010499954223632812
35 0.0010919570922851562
36 0.0010657310485839844
37 0.001087188720703125
38 0.0017518997192382812
39 0.001522064208984375
40 0.0010151863098144531
41 0.0010826587677001953
42 0.0013735294342041016
43 0.001207590103149414
44 0.001377105712890625
45 0.0015518665313720703
46 0.002053976058959961
47 0.0020694732666015625
48 0.0020530223846435547
49 0.002056598663330078
50 0.002182483673095703
51 0.002107858657836914
52 0.0020682811737060547
53 0.002026796340942383
54 0.0019364356994628906
55 0.001789093017578125
56 0.002037525177001953
57 0.002055644989013672
58 0.0020911693572998047
59 0.0020904541015625
60 0.002062082290649414
61 0.0020475387573242188
62 0.002044677734375
63 0.001975536346435547
64 0.0016202926635742188
65 0.0016477108001708984
66 0.0020444393157958984
67 0.0021185874938964844
68 0.00208282470703125
69 0.0020749568939208984
70 0.0020635128021240234
71 0.0020570755004882812
72 0.0020465850830078125
73 0.002020120620727539
74 0.0020771026611328125
75 0.0011646747589111328
76 0.0020704269409179688
77 0.002115964889526367
78 0.002081632614135742
79 0.0020568370819091797
80 0.0020308494567871094
81 0.0020334720611572266
82 0.002031564712524414
83 0.002076864242553711
84 0.0019927024841308594
85 0.0014429092407226562
86 0.001405477523803711
87 0.0013866424560546875
88 0.0013856887817382812
89 0.0014336109161376953
90 0.0014064311981201172
91 0.001302957534790039
92 0.001032114028930664
93 0.0010311603546142578
94 0.001081228256225586
95 0.0011320114135742188
96 0.001329183578491211
97 0.0015697479248046875
98 0.0014312267303466797
99 0.0014545917510986328
100 0.0013513565063476562
1 0.0013782978057861328
2 0.0013256072998046875
3 0.0013661384582519531
4 0.0014662742614746094
5 0.0012454986572265625
6 0.001077890396118164
7 0.001073598861694336
8 0.001901865005493164
9 0.0013766288757324219
10 0.0013442039489746094
11 0.0014836788177490234
12 0.0015246868133544922
13 0.0015366077423095703
14 0.0014541149139404297
15 0.0013685226440429688
16 0.0013861656188964844
17 0.0014150142669677734
18 0.001375436782836914
19 0.0012004375457763672
20 0.0018513202667236328
21 0.0011317729949951172
22 0.0014536380767822266
23 0.0014998912811279297
24 0.0013575553894042969
25 0.00135040283203125
26 0.001323699951171875
27 0.0013566017150878906
28 0.001499176025390625
29 0.0013175010681152344
30 0.0013370513916015625
31 0.0011360645294189453
32 0.0010046958923339844
33 0.0010266304016113281
34 0.001125335693359375
35 0.0011000633239746094
36 0.0011315345764160156
37 0.0019919872283935547
38 0.0020246505737304688
39 0.0020303726196289062
40 0.0018990039825439453
41 0.00196075439453125
42 0.0020101070404052734
43 0.002019166946411133
44 0.0017621517181396484
45 0.0015273094177246094
46 0.0014090538024902344
47 0.001359701156616211
48 0.0013966560363769531
49 0.001209259033203125
50 0.0010325908660888672
51 0.001056671142578125
52 0.001131296157836914
53 0.0013053417205810547
54 0.001215219497680664
55 0.001341104507446289
56 0.0013644695281982422
57 0.0014395713806152344
58 0.0013568401336669922
59 0.0013566017150878906
60 0.0014879703521728516
61 0.0015425682067871094
62 0.0014145374298095703
63 0.0012583732604980469
64 0.001039266586303711
65 0.0010738372802734375
66 0.0010726451873779297
67 0.0010900497436523438
68 0.0010759830474853516
69 0.001392364501953125
70 0.001413583755493164
71 0.0013556480407714844
72 0.0013308525085449219
73 0.0010030269622802734
74 0.0012922286987304688
75 0.0013151168823242188
76 0.0013186931610107422
77 0.0014944076538085938
78 0.0014541149139404297
