vertice time
1 0.0032944679260253906
2 0.0032846927642822266
3 0.002862691879272461
4 0.002750396728515625
5 0.002792835235595703
6 0.0014445781707763672
7 0.003260374069213867
8 0.0038521289825439453
9 0.0013513565063476562
10 0.0036585330963134766
11 0.0009937286376953125
12 0.0034825801849365234
13 0.003804445266723633
14 0.003694772720336914
15 0.004094362258911133
16 0.003203153610229492
17 0.005084991455078125
18 0.0015783309936523438
19 0.0026624202728271484
20 0.0017855167388916016
21 0.0017244815826416016
22 0.0038306713104248047
23 0.0014071464538574219
24 0.001001596450805664
25 0.0030698776245117188
26 0.0028128623962402344
27 0.0009915828704833984
28 0.002727031707763672
29 0.0013966560363769531
30 0.0013737678527832031
31 0.0027112960815429688
32 0.0009696483612060547
33 0.004239320755004883
34 0.003956317901611328
35 0.0037627220153808594
36 0.0014498233795166016
37 0.0014009475708007812
38 0.0010139942169189453
39 0.003256082534790039
40 0.0012485980987548828
41 0.0036749839782714844
42 0.0018529891967773438
43 0.003980875015258789
44 0.0029218196868896484
45 0.003799915313720703
46 0.004409313201904297
47 0.0036907196044921875
48 0.003101348876953125
49 0.0014879703521728516
50 0.0031528472900390625
51 0.0038776397705078125
52 0.003774881362915039
53 0.0038683414459228516
54 0.003063201904296875
55 0.004758119583129883
56 0.004303693771362305
57 0.0017054080963134766
58 0.0029282569885253906
59 0.0013670921325683594
60 0.0009219646453857422
61 0.0031690597534179688
62 0.0030994415283203125
63 0.003718137741088867
64 0.003402233123779297
65 0.00312042236328125
66 0.0031156539916992188
67 0.0009586811065673828
68 0.001817941665649414
69 0.0020325183868408203
70 0.002000093460083008
71 0.004132509231567383
72 0.0013966560363769531
73 0.0008511543273925781
74 0.0014562606811523438
75 0.0017712116241455078
76 0.004060268402099609
77 0.0017435550689697266
78 0.003761768341064453
79 0.0016124248504638672
80 0.0027952194213867188
81 0.0035219192504882812
82 0.0036907196044921875
83 0.0010652542114257812
84 0.0017743110656738281
85 0.002849102020263672
86 0.0027413368225097656
87 0.0008046627044677734
88 0.0034303665161132812
89 0.003654003143310547
90 0.003544330596923828
91 0.002864360809326172
92 0.0014338493347167969
93 0.0008561611175537109
94 0.0013937950134277344
95 0.0010342597961425781
96 0.00400853157043457
97 0.001149892807006836
98 0.0018815994262695312
99 0.0037429332733154297
100 0.0015330314636230469
1 0.002943277359008789
2 0.00411677360534668
3 0.0036497116088867188
4 0.003470182418823242
5 0.0028014183044433594
6 0.0014476776123046875
7 0.0034165382385253906
8 0.0031328201293945312
9 0.0012814998626708984
10 0.0035657882690429688
11 0.001188516616821289
12 0.0038421154022216797
13 0.0035533905029296875
14 0.003633737564086914
15 0.003639698028564453
16 0.0042629241943359375
17 0.003032684326171875
18 0.0012679100036621094
19 0.002148866653442383
20 0.0019843578338623047
21 0.0020093917846679688
22 0.004761695861816406
23 0.0017709732055664062
24 0.0010263919830322266
25 0.004155397415161133
26 0.0042934417724609375
27 0.001409292221069336
28 0.0041086673736572266
29 0.0017952919006347656
30 0.0013949871063232422
31 0.004455089569091797
32 0.0014226436614990234
33 0.004373311996459961
34 0.004223823547363281
35 0.006037235260009766
36 0.0028085708618164062
37 0.0027246475219726562
38 0.0017621517181396484
39 0.00494384765625
40 0.0012536048889160156
41 0.003468751907348633
42 0.0016009807586669922
43 0.005421161651611328
44 0.0041141510009765625
45 0.0035593509674072266
46 0.005387067794799805
47 0.004719734191894531
48 0.0035729408264160156
49 0.0017392635345458984
50 0.0033473968505859375
51 0.002791166305541992
52 0.0028629302978515625
53 0.0027894973754882812
54 0.0027174949645996094
55 0.002911806106567383
56 0.003752470016479492
57 0.0018513202667236328
58 0.0034923553466796875
59 0.0009944438934326172
60 0.0008428096771240234
61 0.003062725067138672
62 0.003303050994873047
63 0.0036563873291015625
64 0.003527402877807617
65 0.0029091835021972656
66 0.002965211868286133
67 0.0007967948913574219
68 0.0014348030090332031
69 0.0016646385192871094
70 0.0016894340515136719
71 0.0037581920623779297
72 0.0017459392547607422
73 0.0010821819305419922
74 0.0014317035675048828
75 0.0013740062713623047
76 0.0029196739196777344
77 0.0015001296997070312
78 0.004224538803100586
79 0.0020618438720703125
80 0.00431060791015625
81 0.0034685134887695312
82 0.0038499832153320312
83 0.0012187957763671875
84 0.0020723342895507812
85 0.0038182735443115234
86 0.0034732818603515625
87 0.0011684894561767578
88 0.0034465789794921875
89 0.0038034915924072266
90 0.0035920143127441406
91 0.0030791759490966797
92 0.0014278888702392578
93 0.000858306884765625
94 0.0013995170593261719
95 0.0009887218475341797
96 0.00341796875
97 0.0012445449829101562
98 0.0019021034240722656
99 0.0037255287170410156
100 0.001512765884399414
1 0.0027701854705810547
2 0.0027570724487304688
3 0.0037839412689208984
4 0.0036258697509765625
5 0.0033652782440185547
6 0.0013980865478515625
7 0.0027632713317871094
8 0.0031621456146240234
9 0.001260519027709961
10 0.0036439895629882812
11 0.0012362003326416016
12 0.0033888816833496094
13 0.002827167510986328
14 0.002837657928466797
15 0.004503965377807617
16 0.0036134719848632812
17 0.0036530494689941406
18 0.0008723735809326172
19 0.0016407966613769531
20 0.0015931129455566406
21 0.0015888214111328125
22 0.003674745559692383
23 0.0018362998962402344
24 0.001332998275756836
25 0.0037038326263427734
26 0.003118276596069336
27 0.0011737346649169922
28 0.0031807422637939453
29 0.0014312267303466797
30 0.0013585090637207031
31 0.0027654170989990234
32 0.0009684562683105469
33 0.002720355987548828
34 0.0027244091033935547
35 0.0030736923217773438
36 0.0019583702087402344
37 0.0019185543060302734
38 0.0012516975402832031
39 0.003645181655883789
40 0.0010254383087158203
41 0.003108978271484375
42 0.0014243125915527344
43 0.003399372100830078
44 0.0038340091705322266
45 0.003525257110595703
46 0.0030965805053710938
47 0.0029091835021972656
48 0.003559112548828125
49 0.0018203258514404297
50 0.003668069839477539
51 0.003970146179199219
52 0.0028846263885498047
53 0.003043651580810547
54 0.0036416053771972656
55 0.003529071807861328
56 0.003244161605834961
57 0.0016922950744628906
58 0.0029561519622802734
59 0.001058816909790039
60 0.0011093616485595703
61 0.00399327278137207
62 0.0037107467651367188
63 0.003079652786254883
64 0.003083467483520508
65 0.0038673877716064453
66 0.003807544708251953
67 0.0010254383087158203
68 0.0018281936645507812
69 0.0017535686492919922
70 0.0013611316680908203
71 0.0032236576080322266
72 0.0020537376403808594
73 0.0011134147644042969
74 0.0019392967224121094
75 0.0019352436065673828
76 0.004390716552734375
77 0.0020797252655029297
78 0.003351449966430664
79 0.0018208026885986328
80 0.004019975662231445
81 0.00394892692565918
82 0.003020048141479492
83 0.0011341571807861328
84 0.0014977455139160156
85 0.003763437271118164
86 0.003740549087524414
87 0.0009677410125732422
88 0.003968715667724609
89 0.00357818603515625
90 0.003399372100830078
91 0.003793001174926758
92 0.0018875598907470703
93 0.0010943412780761719
94 0.0014815330505371094
95 0.0009808540344238281
96 0.0029735565185546875
97 0.0008368492126464844
98 0.0014116764068603516
99 0.003415346145629883
100 0.0018815994262695312
1 0.0037953853607177734
2 0.0034770965576171875
3 0.002820253372192383
4 0.0031311511993408203
5 0.003777027130126953
6 0.0019915103912353516
7 0.004102230072021484
8 0.0038154125213623047
9 0.0011239051818847656
10 0.004240274429321289
11 0.001390218734741211
12 0.0038406848907470703
13 0.003977537155151367
14 0.0031893253326416016
15 0.003530263900756836
16 0.0041484832763671875
17 0.0040128231048583984
18 0.0011913776397705078
19 0.0018477439880371094
20 0.0013778209686279297
21 0.0014123916625976562
22 0.003648996353149414
23 0.0017344951629638672
24 0.001260995864868164
25 0.003238201141357422
